Sales,Longevity,Similar_Sales,Prior_Demand,Advertising_budget,Similar_Products,Competitor_Products,Ads,Competitor_Ads,Magazine,Awards,Innovative,Product_necessity,Type,Cheap,Disposable,Tested,Warranty,Competitor_Launch,Styles
5000,1,918600,8200,1815872,58,87,8,30,11,0,0,1,Bath,1,1,0,0,0,0
2000,1,3207100,7100,241220,1,7,1,0,1,0,0,0,Bath,1,1,0,0,1,1
500,1,1278800,6900,25475,28,52,5,12,14,2,0,1,Bath,1,0,0,0,0,0
3000,1,994700,5700,77366,5,50,1,0,6,1,0,0,Kitchen,1,0,0,0,0,0
29000,0,3057200,7200,469247,14,30,6,2,13,2,0,1,Bath,1,1,0,0,1,0
21000,1,3792300,3500,47904,42,6,2,37,5,4,0,0,Bath,0,0,1,0,0,0
500,1,2789600,6000,114640,1,7,0,0,1,0,0,0,Bath,1,1,0,0,0,1
3000,1,655100,8100,603869,48,53,28,0,37,4,0,1,Bath,1,0,0,1,0,0
10000,1,3792300,6800,685970,48,13,2,30,5,3,0,0,Bath,1,0,0,0,0,1
500,0,2936200,7500,18582,3,54,0,0,2,0,1,0,Kitchen,1,0,0,1,0,0
2000,1,31600,7900,58648,1,32,0,1,0,0,0,0,Bath,1,0,0,0,0,0
500,1,3792300,7500,312,0,66,0,0,0,0,0,0,Bath,1,1,0,0,0,0
500,1,2789600,5500,64356,2,16,0,0,2,0,0,0,Bath,1,1,0,0,0,0
5000,1,3570700,7500,639700,23,59,7,7,6,1,0,1,Bath,1,0,0,0,1,0
2000,1,421100,6000,299523,9,18,0,0,1,0,0,0,Bath,0,0,0,0,0,1
5000,1,356000,7900,123327,13,81,0,5,1,1,0,1,Bath,1,0,0,0,0,0
500,1,2215700,3900,396868,9,22,2,3,6,0,0,0,Kitchen,1,1,0,0,0,0
3000,1,850500,7800,381,13,70,0,5,6,2,0,0,Bath,1,1,0,0,0,0
2000,1,3054600,5900,317271,6,94,2,2,4,0,0,0,Bath,1,1,1,0,0,1
29000,1,194600,9300,922361,33,156,12,0,32,3,0,0,Bath,1,1,1,0,1,1
5000,1,1263700,5100,308925,4,30,4,0,1,0,0,0,Bath,1,0,1,0,0,0
2000,1,1999100,5000,180029,4,8,2,3,5,4,0,0,Bath,1,1,1,0,0,0
2000,1,3122700,7500,240488,1,49,1,0,0,0,0,0,Bath,1,1,0,0,0,1
2000,1,887900,6400,19555,7,34,3,1,2,1,0,1,Kitchen,0,0,0,0,0,0
16000,1,3792300,4800,315645,46,67,1,36,7,5,0,0,Kitchen,1,0,0,0,0,1
5000,1,1139100,7100,477063,51,83,10,22,10,0,0,1,Bath,1,1,0,0,0,0
10000,1,4308600,7500,257699,37,61,13,4,27,1,0,0,Kitchen,1,0,0,0,0,1
500,1,2344300,5200,90029,2,68,0,2,9,3,0,0,Bath,1,1,1,0,0,0
2000,0,2777700,5100,382119,66,86,32,9,42,7,0,1,Bath,1,0,1,1,1,1
2000,1,3311300,7600,169907,2,39,1,1,1,0,0,0,Kitchen,1,0,0,0,1,0
8000,1,2539500,6700,694809,33,68,9,5,9,0,0,1,Bath,1,1,0,0,1,1
210000,0,3057200,8700,4692569,143,44,68,7,100,4,0,1,Office,1,1,1,1,1,0
3000,1,784400,8600,114820,3,56,0,0,2,0,0,1,Bath,1,1,0,0,0,0
6000,1,784400,7000,513190,26,61,11,6,12,0,0,1,Kitchen,1,0,0,0,0,0
500,1,1842000,5500,33,1,53,0,0,1,0,0,1,Bath,1,0,0,0,0,0
5000,1,320800,8100,18034,1,49,0,0,2,0,0,1,Bath,1,0,0,0,0,0
3000,1,2175300,8300,14306,8,69,4,3,2,0,0,1,Bath,1,1,0,0,0,0
6000,1,2492900,7700,241135,14,119,8,2,5,1,0,1,Bath,1,0,1,1,0,1
34000,1,981000,8700,1749217,126,128,50,29,57,0,0,1,Office,1,0,1,1,1,0
6000,1,192800,9200,922361,11,80,2,9,1,0,0,0,Bath,1,1,1,0,1,0
500,0,2777700,6000,216245,11,12,3,3,8,2,1,0,Kitchen,1,0,0,0,0,0
2000,1,1278800,6200,23149,2,38,0,0,0,0,0,0,Kitchen,1,0,0,0,0,0
2000,1,1210500,7500,6274,10,27,0,5,0,0,0,1,Kitchen,1,1,0,0,0,0
2000,0,4525300,4400,6661,12,42,3,1,6,0,0,0,Bath,1,0,1,0,0,0
3000,1,1999100,7700,6274,5,48,0,2,1,0,0,1,Kitchen,1,1,0,0,0,0
10000,0,2777700,8300,58238,196,125,24,123,171,122,0,0,Bath,1,1,1,0,1,1
3000,1,219300,6200,746269,30,59,15,0,13,0,0,0,Bath,1,0,0,0,1,0
2000,1,2175300,7600,90686,33,89,10,17,19,4,0,0,Bath,1,0,0,0,0,0
500,1,3518300,7600,4538,23,71,0,6,9,0,0,1,Office,1,1,0,0,0,1
500,1,2657500,5400,119498,6,3,0,3,2,0,0,0,Bath,0,0,0,0,0,0
6000,0,4480600,7500,132449,36,97,19,5,21,3,0,1,Toy,1,1,1,1,1,0
2000,1,421100,5500,55958,25,50,1,5,12,0,0,1,Kitchen,1,1,0,0,0,0
6000,0,2896100,7200,225894,36,75,13,3,21,0,0,1,Kitchen,1,1,1,1,1,0
2000,0,3057200,7800,23149,2,23,1,0,2,0,0,1,Bath,1,0,0,0,1,0
11000,1,2789600,7400,1275,4,33,3,2,1,0,0,1,Bath,1,0,0,0,0,0
500,0,2777700,7200,81138,27,92,11,4,20,3,0,1,Office,1,1,1,1,1,1
3000,1,2789600,5700,181085,1,42,2,1,2,0,0,1,Bath,1,0,0,0,1,0
32000,1,890700,8900,674410,63,110,36,3,44,1,0,1,Bath,0,1,1,0,1,0
6000,1,918600,7600,513282,26,39,1,17,5,0,0,0,Bath,1,0,0,0,0,0
2000,1,887900,6200,84124,13,30,0,2,5,0,0,0,Bath,0,1,0,0,0,0
500,1,3177200,5900,108948,6,39,2,0,6,0,0,0,Bath,1,0,0,0,0,0
2000,1,837500,7200,149470,5,39,2,0,6,2,0,1,Bath,1,0,0,0,0,0
2000,1,1864300,5500,1275,13,10,0,4,2,0,0,0,Bath,0,1,0,0,0,1
2000,1,2613200,6900,204611,25,65,15,4,13,1,0,1,Bath,1,1,0,0,1,0
500,1,1139100,6100,221857,13,11,1,4,3,0,0,0,Bath,0,1,0,0,0,0
84000,0,2936200,8500,1480378,101,41,58,8,57,2,0,1,Office,1,1,1,1,1,0
5000,1,194600,8800,561962,47,100,10,13,21,1,0,1,Bath,0,1,0,0,0,1
315000,1,3792300,8600,4365238,204,137,73,39,83,2,1,1,Office,1,1,1,1,1,1
500,1,2657500,5400,191088,0,22,1,1,0,0,0,0,Bath,1,1,0,1,0,1
6000,1,1130900,8300,304545,11,72,3,0,7,0,0,1,Bath,1,1,0,0,0,0
3000,1,1578000,8000,366857,14,45,7,0,9,0,0,1,Bath,1,1,0,0,1,0
500,1,3518300,5200,86725,5,7,3,0,3,0,0,1,Bath,1,0,1,0,0,0
2000,1,2613200,8400,49260,1,10,0,0,0,0,0,0,Office,0,0,0,0,0,1
2000,0,4708900,7100,65248,2,63,2,0,2,0,0,1,Kitchen,1,0,0,0,0,0
3000,1,1864300,7000,327421,6,8,3,1,1,0,0,1,Bath,1,1,0,0,0,1
3000,1,613700,5900,95291,36,49,1,19,9,0,0,0,Toy,1,0,0,0,0,0
19000,1,52200,7300,1566700,42,82,12,1,19,2,0,1,Bath,1,0,0,0,0,0
3000,1,1139100,6400,398306,36,73,10,12,20,5,0,0,Bath,1,1,1,1,0,0
2000,1,2425800,6800,38152,1,95,0,0,0,0,0,0,Bath,1,1,0,0,0,0
3000,1,1467500,6900,67486,3,28,0,4,0,2,0,1,Bath,1,0,0,0,0,0
2000,0,4934700,7100,13798,2,73,1,0,2,0,0,1,Bath,1,1,0,0,1,0
2000,0,2777700,7000,6532,11,89,5,0,6,0,0,0,Bath,1,1,0,1,0,1
3000,1,1411600,8800,1834182,33,93,15,2,24,0,0,0,Kitchen,1,0,0,0,1,0
3000,1,887900,8800,28203,0,34,2,1,2,0,0,1,Bath,1,0,0,0,0,0
2000,1,2175300,5800,922361,49,59,7,10,9,1,0,0,Bath,0,1,0,0,0,0
2000,1,2301100,5400,144712,2,3,0,0,2,0,0,0,Bath,0,0,0,0,0,0
11000,1,1139100,8000,385852,47,77,18,9,30,2,0,1,Office,1,1,1,0,0,0
2000,1,1139100,6400,232964,36,43,8,14,13,0,0,0,Kitchen,0,0,0,0,0,1
23000,0,4525300,8300,171279,131,37,28,79,103,73,0,1,Bath,1,0,0,0,0,1
2000,1,1684000,7600,228284,49,71,9,10,28,2,0,1,Bath,1,0,0,0,0,1
500,1,2617100,7200,148530,11,66,1,3,11,4,0,0,Bath,1,1,0,0,0,1
21000,1,2397500,8400,1345876,50,136,25,0,38,1,0,1,Toy,1,0,1,1,1,1
6000,1,52200,7000,437694,11,64,3,0,11,2,0,1,Bath,1,0,0,0,0,0
500,1,2657500,5500,152120,13,10,2,1,6,0,0,0,Bath,0,1,0,0,0,0
500,1,1463400,5900,2048,7,26,0,1,0,0,0,0,Bath,1,1,0,1,0,0
8000,1,805400,8100,412632,51,60,26,3,38,3,0,1,Bath,1,1,0,0,0,1
16000,1,3518300,7900,669770,55,109,36,1,41,0,0,1,Kitchen,1,1,1,0,1,1
6000,1,2671700,6000,55669,37,31,15,12,19,5,0,1,Bath,1,0,0,0,0,0
8000,1,1411600,8400,1616915,62,93,30,3,41,0,0,1,Bath,1,0,1,0,1,0
6000,1,1864300,7700,513282,7,48,1,4,2,0,0,1,Bath,1,0,0,0,0,0
37000,0,5268500,7000,275,17,55,10,1,17,1,0,1,Bath,1,1,0,0,1,0
18000,1,805400,8300,639700,41,126,12,9,13,0,0,1,Kitchen,1,1,1,1,0,1
2000,1,194600,6100,49009,12,86,8,0,12,1,0,1,Bath,1,1,0,0,0,0
5000,1,320800,7000,1014891,22,44,1,1,12,0,0,0,Kitchen,0,0,0,0,0,0
2000,1,3382800,6400,334360,1,43,1,0,1,0,0,0,Bath,1,0,1,0,0,1
8000,1,2789600,7700,1153618,26,71,5,4,6,0,0,0,Kitchen,1,0,0,0,0,0
21000,1,918600,9000,1329383,106,96,36,24,66,13,0,0,Bath,1,1,1,1,1,0
2000,1,719000,4200,561128,25,36,7,0,7,0,0,0,Bath,1,0,0,0,0,0
500,1,3000900,2800,233505,0,51,0,0,0,0,0,1,Bath,1,1,0,1,0,0
2000,1,2657500,6000,366857,49,25,3,37,6,2,0,0,Bath,1,1,0,0,0,1
10000,1,1578000,4600,487737,29,44,1,13,11,1,0,1,Bath,1,0,0,0,0,0
3000,1,1263700,4800,37066,3,5,0,9,3,4,0,0,Bath,1,1,1,0,0,1
2000,1,1804500,6800,240488,11,88,3,3,7,0,0,1,Bath,1,1,0,0,0,0
6000,1,194600,6500,62744,39,93,19,11,9,0,0,1,Office,1,1,1,0,0,1
500,1,2054000,7500,91439,10,64,3,2,5,0,0,0,Kitchen,1,0,0,0,1,0
3000,1,2004800,7800,2241,3,87,1,0,2,0,0,0,Bath,0,1,0,0,0,0
6000,0,4398900,8700,28006,11,114,3,3,9,2,0,1,Bath,0,0,0,0,1,0
2000,1,525000,6700,67486,1,19,0,0,2,0,0,1,Bath,1,0,0,0,0,0
2000,0,4525300,6800,15055,2,58,1,0,1,0,0,1,Kitchen,1,0,1,0,0,0
3000,1,2054000,7900,145077,47,64,4,24,12,2,0,1,Bath,1,0,0,0,0,1
5000,1,2175300,8800,16504,26,55,11,13,9,1,0,1,Bath,1,0,0,0,0,0
500,0,2777700,5200,2,3,9,0,0,1,0,0,0,Bath,1,1,0,0,1,0
500,1,1578000,5400,64356,2,17,0,0,2,0,0,0,Bath,1,1,0,0,0,0
2000,1,1864300,6300,195081,33,51,1,21,5,0,0,0,Kitchen,0,0,0,0,0,1
2000,1,1252200,7000,121700,9,67,5,1,13,5,0,1,Toy,1,0,0,0,1,0
3000,1,2454000,7100,121700,13,80,4,2,14,2,0,1,Toy,1,0,0,0,1,1
10000,1,2397500,8100,451502,38,135,15,3,25,0,0,0,Kitchen,1,0,0,0,1,1
3000,1,1578000,7800,12461,11,57,3,3,9,2,0,1,Bath,1,0,0,0,0,0
2000,1,192800,7100,49009,18,45,4,7,7,0,0,0,Bath,1,1,0,1,1,0
500,1,1864300,4600,92257,6,45,0,2,2,2,0,0,Bath,1,0,0,0,0,0
500,1,3570700,4000,396868,10,30,2,4,6,0,0,0,Kitchen,1,1,0,0,0,0
10000,1,456200,8500,648530,18,97,3,7,2,1,0,1,Office,1,0,0,0,1,0
5000,1,538300,6900,688576,27,31,13,1,20,1,0,1,Bath,1,1,0,1,0,0
21000,1,1175400,9200,752566,66,113,30,4,55,11,0,1,Bath,1,1,0,0,1,0
24000,0,2704600,8600,243024,91,85,36,21,66,9,1,1,Bath,1,1,0,1,1,1
15000,1,2175300,8700,1172663,34,78,14,17,9,1,0,1,Bath,1,0,0,0,1,0
2000,1,320800,6000,398306,55,46,29,4,37,0,0,0,Bath,1,1,1,1,1,0
10000,1,538300,8100,72764,12,29,1,5,6,2,0,1,Bath,1,0,0,0,0,0
8000,1,1588000,7000,779723,0,39,1,0,1,1,0,1,Bath,1,0,0,0,0,0
115000,1,3792300,7400,1242470,99,66,10,48,28,4,0,0,Office,0,0,0,0,0,0
6000,1,3177200,8100,506824,134,98,30,61,66,12,0,0,Bath,1,1,0,0,1,0
44000,1,3440400,8400,3030132,89,72,22,30,61,12,0,1,Bath,1,0,0,0,0,0
5000,1,379300,6100,49260,23,112,1,4,10,0,0,0,Bath,1,1,0,0,0,0
3000,1,2671700,7100,65693,69,21,17,34,55,24,0,1,Bath,1,0,0,0,0,0
3000,0,2801100,8100,1602,12,56,5,0,4,0,0,0,Office,1,1,0,1,1,0
8000,1,1578000,6900,373675,6,44,1,4,1,0,0,0,Kitchen,1,0,0,0,0,0
2000,1,3177200,7400,115259,2,40,0,0,2,0,0,1,Bath,0,1,0,0,0,1
10000,1,1463400,8200,907724,124,103,43,37,66,6,0,1,Kitchen,1,1,1,1,0,1
6000,1,981000,6900,76488,2,22,6,0,1,1,0,1,Bath,1,0,0,0,0,0
5000,1,3570700,8600,1006612,14,89,3,5,3,0,0,0,Bath,1,1,0,0,0,0
5000,1,2617100,8500,793713,26,107,8,2,12,0,0,0,Kitchen,1,0,0,0,0,0
5000,1,320800,8300,534158,11,26,0,8,7,3,0,1,Bath,1,0,0,0,0,0
5000,0,4480600,7200,157338,28,49,5,6,18,3,0,0,Kitchen,0,0,0,0,0,0
3000,1,2454000,7600,74139,11,73,1,11,1,1,0,1,Bath,1,1,1,0,0,1
31000,1,1263700,7100,924460,58,60,20,12,35,5,0,1,Bath,1,1,1,0,0,1
500,1,1252200,1600,15357,11,13,7,0,1,0,0,0,Bath,1,1,0,1,0,0
15000,1,1979900,9100,262738,13,88,3,1,7,0,0,1,Bath,1,1,0,0,0,0
3000,1,1080000,7300,546056,28,85,15,2,9,1,0,1,Bath,1,1,1,0,0,1
35000,1,2613200,8500,1178524,124,122,27,34,54,4,1,1,Toy,1,1,1,1,1,0
2000,1,685300,5400,331563,18,37,0,11,0,0,0,0,Bath,1,0,0,0,0,0
2000,1,1684000,5400,564834,22,56,5,0,13,0,0,1,Bath,0,0,0,0,0,0
3000,1,1210500,7400,94900,20,60,5,6,10,0,0,1,Kitchen,0,0,1,0,0,0
3000,1,918600,8300,538046,49,76,32,0,39,2,0,1,Bath,1,1,1,1,1,1
3000,1,31600,8000,1119115,60,66,31,3,42,5,0,0,Bath,1,1,1,0,0,0
5000,1,685300,7900,1416697,58,101,4,29,25,6,0,0,Bath,0,0,0,0,0,1
2000,0,2936200,7600,300522,22,47,13,0,17,0,0,1,Office,1,1,1,0,1,0
500,1,2301100,6000,62984,9,81,1,3,7,2,0,0,Bath,1,1,0,1,0,0
2000,1,1411600,6900,414785,20,112,2,12,1,0,0,0,Bath,1,1,0,1,0,0
500,0,2936200,5400,86725,1,7,1,0,1,0,0,0,Bath,1,1,0,0,0,0
500,1,538300,4800,64356,2,10,5,0,2,0,0,1,Bath,1,0,0,0,0,0
2000,1,538300,5100,508995,9,78,0,2,3,0,0,0,Bath,0,0,1,0,0,0
2000,1,2054000,4300,1698,4,53,2,0,3,0,0,1,Office,0,1,0,0,0,0
2000,1,456200,6500,37635,28,54,7,11,13,0,0,1,Kitchen,1,1,0,0,0,1
2000,1,1684000,6900,216645,16,45,11,4,13,1,0,1,Bath,1,0,1,0,0,0
2000,1,1467500,7000,670326,26,58,11,0,21,0,0,1,Bath,1,0,1,0,0,1
500,1,281900,6100,77366,11,42,0,4,6,0,0,0,Kitchen,1,0,0,0,0,0
2000,1,918600,8800,332670,25,99,9,3,7,1,0,0,Bath,1,1,1,1,0,1
500,1,981000,7100,149470,5,35,2,5,0,1,0,0,Bath,1,0,1,1,0,0
500,1,890700,6400,746269,27,96,5,3,17,0,0,0,Bath,1,0,0,0,0,0
500,0,2777700,7900,51652,5,37,0,0,3,0,0,1,Bath,1,1,0,0,0,0
500,1,1864300,4600,38595,1,3,1,0,1,2,0,0,Bath,1,0,0,0,0,0
500,1,1797300,7300,561128,13,85,8,4,6,0,0,0,Bath,1,1,1,1,0,0
2000,1,525000,6800,109982,27,21,8,11,10,0,1,1,Bath,1,1,0,0,0,1
3000,1,3792300,7600,67486,14,55,5,8,7,3,0,1,Bath,1,1,0,0,0,0
500,0,4525300,4700,90054,23,92,14,0,7,0,0,1,Kitchen,1,1,1,1,0,0
5000,0,4934700,7300,469247,16,57,6,2,14,2,0,1,Bath,1,1,0,0,1,0
500,1,4308600,6900,73049,4,39,1,1,3,0,0,0,Bath,0,0,1,0,0,0
3000,1,2301100,5000,224077,80,1,6,67,4,2,0,1,Office,1,1,0,0,0,0
18000,1,1804500,7200,856200,53,105,15,13,28,2,0,0,Bath,1,1,0,0,1,1
6000,1,1588000,8200,743429,64,101,33,5,45,3,0,1,Kitchen,1,1,0,1,1,1
21000,1,1332300,8400,1649272,50,63,18,11,24,0,0,1,Bath,1,0,0,0,0,0
8000,1,918600,8500,2053329,50,63,7,26,15,2,0,0,Kitchen,1,1,0,0,0,0
3000,1,655100,8200,743429,66,50,28,12,37,0,0,1,Kitchen,1,1,1,1,1,1
2000,0,2896100,5000,14073,11,52,3,4,9,2,0,0,Bath,0,1,0,0,0,0
500,1,396300,5200,308925,6,21,0,2,1,0,0,0,Bath,1,0,1,0,0,0
2000,1,2492900,7800,343410,49,106,20,14,37,11,0,1,Bath,1,1,1,0,1,1
8000,1,3518300,8900,370537,12,37,5,5,5,0,0,0,Office,0,0,0,0,0,1
500,1,1578000,6600,148530,1,9,0,0,1,0,0,0,Bath,1,1,0,0,0,0
500,1,2671700,5500,621939,40,52,11,5,19,2,0,0,Kitchen,0,0,1,0,0,1
2000,1,192800,7900,58806,11,53,3,2,7,0,0,0,Bath,1,0,0,0,0,0
3000,1,1263700,6500,529465,17,79,1,5,1,1,0,1,Kitchen,1,1,1,1,0,1
2000,1,1080000,6900,396498,25,29,0,17,2,0,0,1,Bath,1,1,0,0,0,1
29000,1,3518300,8600,1172663,36,92,13,17,7,1,0,1,Bath,1,0,0,0,1,0
5000,1,3570700,7300,872255,76,100,33,26,37,3,0,1,Bath,1,1,1,1,1,0
3000,0,4355300,6400,1759054,187,39,14,132,39,7,0,1,Bath,0,0,0,0,1,1
500,0,2936200,7000,7696,33,76,3,3,25,0,1,1,Kitchen,0,1,0,0,1,1
3000,1,2671700,8500,169907,60,84,20,24,45,15,1,1,Bath,1,1,1,1,1,1
5000,1,31600,7600,1951543,30,40,11,0,13,2,0,1,Bath,1,0,0,0,0,0
500,0,4480600,6900,16594,6,87,2,1,6,1,0,1,Toy,1,1,1,1,0,0
2000,0,2732900,7300,97852,39,63,12,12,30,7,0,0,Kitchen,1,0,0,0,0,0
500,1,3792300,5300,176797,3,10,0,0,3,0,0,0,Toy,1,1,0,0,0,0
500,0,3057200,4600,13632,1,6,0,0,1,0,0,0,Office,1,1,1,0,0,0
2000,1,1864300,6300,35887,10,73,10,0,13,3,0,1,Bath,1,1,1,0,0,0
2000,1,655100,8100,1073298,36,96,11,14,19,5,0,0,Bath,1,1,0,0,0,0
2000,1,2175300,7600,4538,7,63,2,2,2,0,0,1,Office,1,1,0,0,0,0
500,1,3311300,4700,13632,1,55,0,0,1,0,0,1,Office,1,1,0,0,0,1
2000,1,2215700,4000,98168,0,7,0,0,0,0,0,0,Bath,1,1,0,0,0,0
500,1,301200,7300,119498,3,6,2,0,3,0,0,0,Bath,1,0,0,0,0,0
500,1,1298400,6800,2727,18,30,0,12,2,0,0,0,Bath,0,0,1,0,0,0
500,0,3057200,7500,235853,5,2,2,1,5,1,0,0,Bath,1,0,0,0,0,0
3000,0,4398900,8700,862604,126,132,63,20,83,9,0,0,Bath,1,1,1,1,1,1
2000,1,784400,7600,384726,40,51,8,8,10,1,0,0,Kitchen,1,0,0,0,0,0
500,1,2525600,6200,1564,4,89,0,1,0,0,0,1,Bath,1,0,0,0,0,0
2000,1,4308600,6000,55669,35,42,16,10,18,5,0,1,Bath,1,0,0,0,0,0
500,1,1332300,4300,108948,5,48,0,0,4,0,0,0,Kitchen,1,0,0,0,0,0
6000,1,52200,8300,870647,38,110,10,5,25,0,0,1,Bath,1,1,1,0,1,1
2000,1,2301100,6400,793713,27,24,3,3,6,0,0,0,Bath,0,0,0,0,0,0
3000,1,379300,8400,1173440,30,144,12,0,25,2,0,0,Bath,1,1,1,0,0,1
500,1,2617100,6400,631407,7,4,1,3,3,0,0,0,Kitchen,0,1,0,0,0,1
500,0,4525300,8200,1602,7,49,5,0,4,0,0,0,Office,1,1,0,1,1,0
500,1,994700,7700,75621,7,90,2,0,6,0,0,0,Bath,1,1,0,0,0,0
6000,1,1210500,8900,907439,50,44,4,32,9,0,0,1,Bath,1,0,0,0,0,0
2000,1,1842000,8600,395580,36,95,11,11,7,0,0,0,Bath,1,1,0,1,1,0
500,0,2801100,6300,47075,4,65,2,0,2,0,1,0,Bath,1,1,1,0,0,0
3000,1,421100,7900,58648,12,72,2,8,1,0,0,1,Bath,1,0,0,0,0,0
2000,1,52200,7500,1575180,51,87,10,17,25,2,0,1,Office,1,0,0,0,0,0
2000,1,2671700,8000,233416,57,85,26,12,41,3,0,0,Bath,1,1,1,0,1,1
5000,1,1139100,7300,788296,12,49,6,1,7,0,0,1,Bath,1,0,0,0,0,0
500,1,2657500,3500,174848,9,1,0,7,0,0,0,0,Kitchen,0,0,1,0,1,0
500,1,1175400,7800,466603,11,77,11,0,14,2,0,1,Bath,1,0,1,1,0,0
2000,1,918600,5300,1275,12,6,3,4,1,2,0,0,Bath,0,0,0,0,0,0
3000,1,1411600,8600,248407,5,96,3,3,4,0,0,1,Bath,1,0,1,0,0,0
3000,1,97600,8500,420774,39,134,8,17,11,0,0,1,Bath,1,1,0,0,0,0
2000,0,2732900,8700,28006,15,84,3,7,11,4,0,1,Bath,1,0,0,0,1,0
500,0,2936200,6100,18465,17,53,8,2,12,0,0,0,Bath,1,0,0,0,0,0
500,1,2344300,7100,18386,3,65,1,6,0,0,0,1,Bath,1,0,0,0,1,0
2000,1,2657500,5000,50584,7,71,0,8,1,0,0,1,Kitchen,1,1,0,0,0,0
500,1,1545800,7500,8412,0,46,1,0,6,1,0,1,Bath,1,1,0,0,0,0
500,1,3792300,5200,769,35,41,0,24,7,2,0,0,Bath,0,1,0,0,0,1
500,1,2671700,7800,14,11,76,5,3,7,1,0,0,Bath,1,1,0,1,1,0
500,1,2301100,4400,334360,1,5,0,0,0,0,0,0,Kitchen,0,0,0,0,0,0
500,1,2301100,4400,25831,2,12,0,0,2,0,0,0,Bath,1,1,1,0,0,0
500,1,1797300,2900,233505,0,37,0,0,0,0,0,1,Bath,1,1,0,1,0,0
3000,1,1080000,7200,47363,3,60,1,1,1,0,0,1,Bath,1,0,0,0,0,0
2000,1,1999100,7700,557614,58,88,10,37,25,6,0,1,Bath,1,1,0,0,1,1
500,1,1175400,7100,111812,9,56,7,0,6,1,0,1,Kitchen,1,1,1,1,0,0
2000,1,3518300,8300,14306,8,64,4,3,2,0,0,1,Bath,1,1,0,0,0,0
500,1,320800,5500,384334,3,10,0,0,2,1,0,0,Bath,0,0,0,0,0,0
5000,1,3792300,4200,674410,58,37,1,42,6,2,0,0,Bath,1,1,1,0,0,1
23000,1,3518300,8800,16504,23,68,9,14,6,1,0,1,Bath,1,0,0,0,0,0
2000,1,1080000,4300,19555,0,22,2,1,1,0,0,0,Bath,1,1,0,0,0,0
2000,1,2054000,7700,284933,23,88,7,5,13,0,0,1,Toy,0,1,1,0,0,0
2000,1,820700,8400,336930,11,95,8,2,24,7,0,1,Bath,1,0,0,0,1,0
5000,1,456200,7600,820707,50,84,10,23,31,18,0,1,Bath,1,0,1,0,1,1
500,1,2054000,7800,1879,9,84,4,3,6,1,0,1,Bath,1,1,1,1,1,0
15000,1,538300,8800,527439,54,110,30,3,41,1,0,1,Kitchen,1,1,1,1,1,1
500,1,1278800,6300,241413,0,53,0,0,0,0,0,0,Bath,1,0,0,0,0,0
5000,1,1864300,8400,538046,51,113,32,0,43,5,0,1,Bath,1,1,1,1,1,1
500,1,2301100,3800,450556,11,39,1,2,11,2,0,0,Bath,1,0,0,0,0,0
3000,0,3057200,8700,284933,11,46,4,2,9,1,0,0,Kitchen,0,0,0,0,1,0
3000,1,52200,7400,250974,10,109,4,2,3,0,0,1,Bath,1,0,1,1,0,0
2000,1,3122700,7200,941734,25,127,7,11,10,2,0,0,Bath,1,0,0,0,1,1
2000,1,2004800,7900,208574,27,75,6,14,12,2,0,1,Kitchen,1,1,0,0,0,0
500,1,1900100,7700,155555,2,70,0,2,0,0,0,1,Bath,1,0,0,0,0,0
18000,1,850500,8500,1238684,53,58,9,30,19,4,0,1,Bath,1,0,0,0,1,0
500,0,4708900,7800,367328,1,19,1,0,1,0,0,0,Bath,1,0,0,0,0,0
2000,1,1463400,8600,780782,51,129,25,1,41,5,0,0,Bath,0,1,1,0,1,0
500,1,320800,6300,221857,11,10,0,2,4,0,0,0,Bath,0,1,0,0,0,0
3000,0,2936200,8600,635758,11,16,5,2,6,0,0,0,Bath,0,1,0,0,0,0
500,1,235200,7700,466940,11,27,1,3,1,1,0,0,Bath,1,0,0,0,0,0
2000,1,1588000,7200,324749,19,101,16,0,6,2,0,1,Bath,1,1,1,1,0,0
5000,1,301200,8600,15804,9,34,1,4,3,0,0,0,Bath,1,0,0,0,0,0
2000,1,3000900,6100,641442,50,98,7,26,15,1,1,1,Bath,1,0,1,0,1,1
3000,1,31600,8000,1164838,39,43,12,17,25,7,0,1,Bath,1,0,0,0,0,0
3000,1,1263700,7200,495179,34,55,0,26,4,3,0,0,Bath,1,0,0,0,0,0
500,1,3570700,5700,407303,19,12,3,9,8,2,0,1,Bath,1,1,0,0,0,0
6000,1,456200,8200,689611,49,107,10,11,19,1,0,1,Kitchen,1,0,0,0,0,0
500,1,3570700,6400,190084,2,10,1,0,2,0,0,0,Bath,1,1,1,0,0,0
3000,1,242300,7600,371070,14,87,4,4,4,1,0,1,Bath,1,1,1,0,0,1
8000,1,2789600,8900,1394197,69,142,32,11,44,4,0,0,Bath,1,1,1,1,1,1
5000,1,421100,6900,416229,13,22,7,1,12,1,0,1,Bath,1,0,0,0,0,0
2000,1,784400,6900,664806,16,68,10,0,9,1,0,0,Bath,1,0,0,0,1,0
8000,1,421100,7900,90029,11,67,2,3,6,1,0,1,Bath,1,0,0,0,0,0
2000,1,1804500,7000,194305,20,45,3,14,7,2,0,1,Bath,1,0,0,0,0,1
2000,1,3122700,6700,2048,0,56,0,0,0,0,0,0,Bath,1,1,0,0,0,0
2000,0,2732900,7000,309164,41,76,16,5,34,3,0,1,Kitchen,1,1,1,0,0,0
